Time;Day_of_week;Sex_of_driver;Educational_level;Vehicle_driver_relation;Driving_experience;Type_of_vehicle;Owner_of_vehicle;Service_year_of_vehicle;Defect_of_vehicle;Area_accident_occured;Lanes_or_Medians;Road_allignment;Types_of_Junction;Road_surface_type;Road_surface_conditions;Light_conditions;Weather_conditions;Type_of_collision;Number_of_vehicles_involved;Number_of_casualties;Vehicle_movement;Age_band_of_casualty;Pedestrian_movement;Cause_of_accident;Accident_severity
15:17:00;Sunday;Male;Junior high school;Employee;5-10yr;Automobile;Owner;2-5yrs;No defect;Office areas;Double carriageway (median);Tangent road with flat terrain;No junction;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Reversing;18-30;Not a Pedestrian;Moving Backward;Fatal injury
15:17:00;Sunday;Male;Junior high school;Employee;Above 10yr;Lorry (41?100Q);unknown;unknown;No defect;Other;Two-way (divided with broken lines road marking);Tangent road with flat terrain;No junction;Earth roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Going straight;31-50;Not a Pedestrian;Moving Backward;Fatal injury
15:50:00;Monday;Male;Elementary school;Employee;2-5yr;Other;Owner;Unknown;No defect;Other;Two-way (divided with broken lines road marking);Tangent road with flat terrain;No junction;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Moving Backward;na;Not a Pedestrian;No distancing;Slight Injury
15:50:00;Monday;Male;Elementary school;Owner;Above 10yr;Lorry (41?100Q);Owner;Above 10yr;No defect;Residential areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;No junction;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Moving Backward;na;Not a Pedestrian;No distancing;Slight Injury
09:45:00;Sunday;Male;Junior high school;Employee;1-2yr;Automobile;Owner;Unknown;unknown; Church areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Crossing;Asphalt roads;Dry;Daylight;Normal;Collision with roadside objects;2;1;Going straight;18-30;Not a Pedestrian;No distancing;Slight Injury
09:45:00;Sunday;Male;Junior high school;Employee;5-10yr;Pick up upto 10Q;Governmental;Unknown;No defect; Church areas;Double carriageway (median);Tangent road with flat terrain;Crossing;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Going straight;na;Not a Pedestrian;No priority to pedestrian;Slight Injury
17:35:00;Thursday;Male;Junior high school;Employee;2-5yr;Lorry (41?100Q);Owner;2-5yrs;No defect;Residential areas;Double carriageway (median);Tangent road with flat terrain;Y Shape;Other;Dry;Daylight;Normal;Vehicle with vehicle collision;3;1;Going straight;na;Not a Pedestrian;Driving carelessly;Slight Injury
17:35:00;Thursday;Male;Junior high school;Employee;2-5yr;Public (13?45 seats);Owner;unknown;No defect;Office areas;Two-way (divided with broken lines road marking);Tangent road with mild grade and flat terrain;Y Shape;Gravel roads;Dry;Daylight;Normal;Vehicle with vehicle collision;3;1;Going straight;na;Not a Pedestrian;Changing lane to the right;Slight Injury
17:35:00;Thursday;Male;Junior high school;Employee;2-5yr;Long lorry;Owner;5-10yrs;No defect;Office areas;Two-way (divided with broken lines road marking);Tangent road with mild grade and flat terrain;Y Shape;Gravel roads;Dry;Daylight;Normal;Vehicle with vehicle collision;3;1;Going straight;18-30;Not a Pedestrian;Changing lane to the left;Slight Injury
20:50:00;Sunday;Unknown;Junior high school;Employee;2-5yr;Automobile;Owner;2-5yrs;unknown;Residential areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;No junction;Asphalt roads;Dry;Darkness - lights lit;Normal;Collision with pedestrians;2;1;Going straight;31-50;Not a Pedestrian;Driving carelessly;Slight Injury
20:50:00;Sunday;Male;Junior high school;Employee;Above 10yr;Automobile;Owner;5-10yrs;unknown; Church areas;other;Tangent road with flat terrain;No junction;Asphalt roads;Dry;Darkness - lights lit;Normal;Vehicle with vehicle collision;2;1;Going straight;Over 51;Not a Pedestrian;Driving carelessly;Slight Injury
21:32:00;Thursday;Male;Junior high school;Employee;Above 10yr;Other;Owner;unknown;unknown;Other;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Y Shape;Earth roads;Dry;Darkness - lights lit;Normal;Vehicle with vehicle collision;2;2;Going straight;31-50;Not a Pedestrian;No distancing;Slight Injury
21:32:00;Thursday;Male;Elementary school;Employee;5-10yr;unknown;Owner;unknown;unknown;Office areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Darkness - lights lit;Normal;Vehicle with vehicle collision;2;2;Going straight;na;Not a Pedestrian;Other;Slight Injury
19:55:00;Monday;Male;unknown;Employee;unknown;Long lorry;Owner;unknown;unknown;Other;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Darkness - lights lit;Normal;Vehicle with vehicle collision;2;1;Going straight;na;Not a Pedestrian;Changing lane to the right;Slight Injury
19:55:00;Monday;Male;unknown;Employee;2-5yr;Public (12 seats);Owner;unknown;unknown;Other;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Darkness - lights lit;Normal;Vehicle with vehicle collision;2;1;Going straight;31-50;Not a Pedestrian;Changing lane to the right;Slight Injury
16:10:00;Monday;Male;Elementary school;Employee;5-10yr;Public (12 seats);Owner;unknown;unknown;unknown;unknown;Tangent road with flat terrain;Crossing;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Parked;18-30;Not a Pedestrian;No distancing;Slight Injury
16:10:00;Monday;Male;Junior high school;Employee;5-10yr;Other;Governmental;2-5yrs;unknown;Residential areas;Two-way (divided with broken lines road marking);unknown;Crossing;Earth roads;Dry;Daylight;Normal;Collision with roadside objects;2;1;Going straight;na;Not a Pedestrian;No distancing;Slight Injury
15:25:00;Monday;Unknown;Junior high school;Employee;Above 10yr;Other;Owner;Below 1yr;unknown; Church areas;Undivided Two way;Tangent road with flat terrain;Crossing;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;1;1;Going straight;18-30;Not a Pedestrian;Overturning;Slight Injury
23:36:00;Thursday;Male;Junior high school;Employee;5-10yr;Other;unknown;unknown;unknown;Other;Undivided Two way;Tangent road with flat terrain;No junction;Asphalt roads;Dry;Darkness - no lighting;Normal;Vehicle with vehicle collision;1;4;Going straight;na;Not a Pedestrian;Driving at high speed;Serious Injury
23:36:00;Thursday;Male;Junior high school;Employee;Above 10yr;Public (12 seats);Owner;Unknown;unknown;Other;One way;Tangent road with flat terrain;No junction;Asphalt roads;Dry;Darkness - no lighting;Normal;Vehicle with vehicle collision;1;4;Going straight;31-50;Not a Pedestrian;No priority to vehicle;Serious Injury
23:36:00;Thursday;Male;Elementary school;Employee;Below 1yr;Lorry (41?100Q);Owner;Unknown;No defect;Residential areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;No junction;Asphalt roads;Dry;Darkness - no lighting;Normal;Vehicle with vehicle collision;1;4;Going straight;na;Not a Pedestrian;No priority to pedestrian;Serious Injury
23:36:00;Thursday;Male;Elementary school;Employee;5-10yr;Other;Owner;Unknown;unknown;Office areas;One way;Tangent road with flat terrain;No junction;Asphalt roads;Dry;Darkness - no lighting;Normal;Vehicle with vehicle collision;1;4;Going straight;na;Not a Pedestrian;No priority to vehicle;Serious Injury
20:00:00;Monday;Male;Elementary school;Employee;1-2yr;Public (12 seats);Owner;Unknown;No defect; Industrial areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Darkness - lights unlit;Normal;Vehicle with vehicle collision;3;1;Turnover;na;Not a Pedestrian;Other;Slight Injury
20:00:00;Monday;Unknown;Elementary school;Employee;5-10yr;Other;Governmental;unknown;No defect;Residential areas;Double carriageway (median);Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Darkness - lights unlit;Normal;Vehicle with vehicle collision;3;1;Going straight;18-30;Not a Pedestrian;Other;Slight Injury
20:00:00;Monday;Male;Elementary school;Employee;5-10yr;Lorry (11?40Q);Owner;unknown;No defect;Office areas;Unknown;Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Darkness - lights unlit;Normal;Vehicle with vehicle collision;3;1;Going straight;na;Not a Pedestrian;Moving Backward;Slight Injury
17:54:00;Friday;Male;Elementary school;Employee;2-5yr;Other;Owner;2-5yrs;unknown;Other;unknown;Tangent road with flat terrain;Crossing;Asphalt roads;Dry;Daylight;Normal;Rollover;2;1;Unknown;na;Not a Pedestrian;No distancing;Slight Injury
17:54:00;Friday;Male;Elementary school;Employee;5-10yr;Other;Owner;Unknown;unknown; Church areas;other;Tangent road with flat terrain;Crossing;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Moving Backward;18-30;Not a Pedestrian;Moving Backward;Slight Injury
18:04:00;Monday;Unknown;unknown;Unknown;5-10yr;Other;Owner;Above 10yr;unknown; Industrial areas;unknown;Tangent road with flat terrain;Crossing;Earth roads;Dry;Daylight;Normal;Vehicle with vehicle collision;1;1;Going straight;Under 18;Not a Pedestrian;No priority to vehicle;Slight Injury
17:00:00;Friday;Male;Junior high school;Employee;Above 10yr;Pick up upto 10Q;Owner;Unknown;No defect;  Recreational areas;One way;Tangent road with flat terrain;No junction;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;1;1;Moving Backward;18-30;Not a Pedestrian;Driving carelessly;Slight Injury
01:15:00;Saturday;Female;Junior high school;Employee;Above 10yr;Automobile;Owner;Unknown;No defect;  Market areas;Undivided Two way;Tangent road with flat terrain;Crossing;Asphalt roads;Dry;Darkness - lights lit;Normal;Collision with roadside objects;2;3;Turnover;na;Not a Pedestrian;No distancing;Slight Injury
01:15:00;Saturday;Unknown;Elementary school;Employee;Below 1yr;Other;Owner;Unknown;No defect;Other;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Crossing;Asphalt roads;Dry;Darkness - lights lit;Normal;Vehicle with vehicle collision;2;3;Going straight;na;Not a Pedestrian;Other;Slight Injury
01:15:00;Saturday;Male;Elementary school;Employee;5-10yr;Lorry (41?100Q);Owner;Unknown;unknown;Other;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Crossing;Asphalt roads;Dry;Darkness - lights lit;Normal;Vehicle with vehicle collision;2;3;Going straight;18-30;Not a Pedestrian;Changing lane to the right;Slight Injury
01:15:00;Saturday;Male;Elementary school;Owner;5-10yr;Public (13?45 seats);Owner;Unknown;No defect; Industrial areas;Two-way (divided with broken lines road marking);unknown;Crossing;Earth roads;Dry;Darkness - lights lit;Normal;Vehicle with vehicle collision;2;3;Unknown;na;Not a Pedestrian;No distancing;Slight Injury
18:30:00;Wednesday;Male;Elementary school;Employee;2-5yr;Automobile;Governmental;2-5yrs;unknown;Other;Two-way (divided with broken lines road marking);Tangent road with flat terrain;No junction;Asphalt roads;Wet or damp;Darkness - lights lit;Raining;Collision with roadside objects;2;1;Going straight;18-30;Not a Pedestrian;Driving carelessly;Slight Injury
18:30:00;Wednesday;Male;Elementary school;Employee;Above 10yr;Pick up upto 10Q;Governmental;unknown;unknown;Office areas;other;Tangent road with flat terrain;No junction;Asphalt roads;Wet or damp;Darkness - lights lit;Raining;Vehicle with vehicle collision;2;1;Going straight;na;Not a Pedestrian;No distancing;Slight Injury
15:52:00;Friday;Male;Elementary school;Employee;2-5yr;Lorry (41?100Q);Owner;Unknown;unknown;unknown;other;Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;3;1;Going straight;Over 51;Not a Pedestrian;No priority to vehicle;Slight Injury
15:52:00;Friday;Male;Junior high school;Employee;Above 10yr;Public (12 seats);Owner;unknown;unknown;Office areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;3;1;Going straight;na;Not a Pedestrian;Changing lane to the right;Slight Injury
15:52:00;Friday;Male;Junior high school;Employee;Below 1yr;Other;Owner;unknown;unknown;Office areas;Undivided Two way;Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;3;1;Reversing;18-30;Not a Pedestrian;No priority to pedestrian;Slight Injury
12:33:00;Tuesday;Male;Junior high school;Employee;2-5yr;Lorry (41?100Q);Organization;Unknown;unknown;Other;other;Tangent road with flat terrain;Other;Asphalt roads;Dry;Daylight;Normal;Collision with roadside objects;1;1;Going straight;18-30;Not a Pedestrian;No priority to vehicle;Serious Injury
08:59:00;Monday;Unknown;Elementary school;Employee;5-10yr;Pick up upto 10Q;Governmental;2-5yrs;unknown;Other;other;Tangent road with flat terrain;Crossing;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Going straight;Over 51;Not a Pedestrian;Changing lane to the left;Slight Injury
08:59:00;Monday;Male;Elementary school;Employee;5-10yr;Other;Owner;Unknown;No defect;Other;Undivided Two way;Tangent road with flat terrain;Crossing;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Going straight;na;Not a Pedestrian;Turnover;Slight Injury
17:25:00;Saturday;Male;Elementary school;Employee;1-2yr;Lorry (41?100Q);Owner;Above 10yr;unknown;Other;other;Tangent road with flat terrain;No junction;Other;Wet or damp;Daylight;Normal;Vehicle with vehicle collision;1;1;Turnover;Under 18;Not a Pedestrian;Driving to the left;Slight Injury
00:53:00;Sunday;Male;Elementary school;Employee;unknown;Ridden horse;unknown;unknown;unknown;Residential areas;Undivided Two way;Tangent road with flat terrain;No junction;Asphalt roads;Dry;Darkness - lights lit;Normal;Vehicle with vehicle collision;1;3;Reversing;na;Not a Pedestrian;Driving carelessly;Slight Injury
00:53:00;Sunday;Male;Junior high school;Employee;1-2yr;Automobile;Owner;2-5yrs;No defect; Church areas;Undivided Two way;Tangent road with flat terrain;No junction;Asphalt roads;Dry;Darkness - lights lit;Normal;Vehicle with vehicle collision;1;3;Going straight;18-30;Not a Pedestrian;Driving to the left;Slight Injury
00:53:00;Sunday;Male;unknown;Employee;5-10yr;Automobile;Owner;2-5yrs;unknown;Office areas;Double carriageway (median);Tangent road with flat terrain;No junction;Asphalt roads;Dry;Darkness - lights lit;Normal;Collision with pedestrians;1;3;Going straight;Under 18;Not a Pedestrian;Driving carelessly;Slight Injury
15:20:00;Wednesday;Male;Elementary school;Owner;1-2yr;Stationwagen;Owner;2-5yrs;unknown; Church areas;other;Tangent road with flat terrain;Crossing;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;1;1;Turnover;na;Not a Pedestrian;No priority to pedestrian;Slight Injury
18:23:00;Saturday;Male;Junior high school;Employee;5-10yr;Other;Owner;2-5yrs;unknown;Other;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Y Shape;Asphalt roads;Wet or damp;Darkness - lights lit;Raining;Vehicle with vehicle collision;2;1;Moving Backward;Over 51;Not a Pedestrian;Driving carelessly;Slight Injury
18:23:00;Saturday;Male;Junior high school;Employee;2-5yr;Lorry (41?100Q);Owner;unknown;unknown;unknown;other;Tangent road with flat terrain;Y Shape;Asphalt roads;Wet or damp;Darkness - lights lit;Raining;Collision with roadside objects;2;1;Going straight;31-50;Not a Pedestrian;Changing lane to the right;Slight Injury
05:24:00;Friday;Male;Junior high school;Employee;2-5yr;Lorry (41?100Q);Owner;1-2yr;unknown;School areas;other;Steep grade downward with mountainous terrain;No junction;Asphalt roads;Wet or damp;Darkness - no lighting;Normal;Vehicle with vehicle collision;1;1;Going straight;Over 51;Not a Pedestrian;Moving Backward;Serious Injury
12:15:00;Saturday;Unknown;Junior high school;Employee;5-10yr;Long lorry;Owner;5-10yrs;unknown;Office areas;Two-way (divided with broken lines road marking);Tangent road with mild grade and flat terrain;Crossing;Earth roads;Dry;Daylight;Normal;Vehicle with vehicle collision;1;1;Going straight;Over 51;Not a Pedestrian;Driving carelessly;Slight Injury
22:15:00;Friday;Male;Junior high school;Owner;Below 1yr;Stationwagen;Owner;Below 1yr;unknown;Other;other;Steep grade downward with mountainous terrain;No junction;Asphalt roads;Dry;Darkness - lights lit;Normal;Collision with pedestrians;1;1;Reversing;na;Not a Pedestrian;Changing lane to the right;Slight Injury
06:35:00;Friday;Male;High school;Employee;Below 1yr;Public (12 seats);Owner;Unknown;unknown;Office areas;Undivided Two way;Tangent road with flat terrain;Crossing;Asphalt roads;Wet or damp;Darkness - lights lit;Raining;Vehicle with vehicle collision;2;1;Going straight;18-30;Not a Pedestrian;Driving carelessly;Serious Injury
06:35:00;Friday;Male;Junior high school;Employee;unknown;Automobile;Owner;unknown;unknown;Other;Undivided Two way;Tangent road with flat terrain;Crossing;Asphalt roads;Wet or damp;Darkness - lights lit;Raining;Vehicle with vehicle collision;2;1;Going straight;Under 18;Not a Pedestrian;Driving carelessly;Serious Injury
17:34:00;Thursday;Male;Junior high school;Employee;Below 1yr;Public (12 seats);Owner;2-5yrs;unknown;Other;Two-way (divided with broken lines road marking);Tangent road with flat terrain;No junction;Asphalt roads;Wet or damp;Darkness - lights lit;Normal;Collision with pedestrians;1;2;Going straight;31-50;Not a Pedestrian;Driving carelessly;Serious Injury
